,prompt,source
1453,I met a man on the bench today. His name is Tom. Tom told me he is 78 and a widower.,roc
1454,Kelly got a wedding invitation in the mail. She told the bride and groom she would come to the wedding. Kelly went to the store where the couple was registered.,roc
1455,"My father was English, said Mrs. Cavendish, ""but my mother was a Russian.""",mnli
1456,"He had qualified as a doctor but early relinquished the profession of medicine, and lived at home while pursuing literary ambitions; though his verses never had any marked success.",mnli
1457,"Anna had always eaten brand name cereal. When she married and had kids, though, her budget tightened. She decided to sample the store brands. To her surprise, they tasted great!",roc
1458,Jared goes to the library to find a book. He finds where the book is and realizes it is checked out.,roc
1459,"My dog, Bella, tends to have issues with her ears. It seems like she always has a bad ear infection or has just had one.",roc
1460,"Well, the question is, what do you know about her? Tuppence drew herself up.",mnli
1461,"This was more now than the fact that they had both bristled, incompatible, at their first meeting.",mnli
1462,Alex was cleaning out his fridge one day. He had gathered all of the garbage into a pile. Then he realized how much good food had gone to waste.,roc
1463,My mother and I bought a house together. We could barely afford the house on both our salaries. I lost my job. My mother was diagnosed with cancer and died.,roc
1464,"Candice wanted to plant a garden but, wasn't sure where to begin. Her neighbor came over and offered to bring her to the garden store.",roc
1465,He hasn't got any so he's difficult to deceive.,mnli
1466,San'doro spun low and threw one of the daggers twirling end over end.,mnli
1467,Kolton went to library with his Grandmother. He decided to check out a scary book. His Grandmother warned him that it might give him nightmares.,roc
1468,"They had always been a high-handed bunch, apparently, and he had served his purpose.",mnli
1469,My parents and sister went to Disney World. I was only 4 years old at the time. They left me with my grandparents. I stayed with them for a week.,roc
1470,"Of course,' Greuze said quickly, 'I wasn't at all implying-'",mnli
1471,Kirby and Melissa met in their college's school spirit group. They were good friends for a few months. They started to develop feelings for each other. They started to date.,roc
1472,Naomi was in a lot of pain. She'd just had surgery on her back. She had to lay in bed for weeks.,roc
1473,Janet was concerned about her upcoming prom. Her prom was on Friday. She came to school Wednesday concerned about not having a date.,roc
1474,Anna was at the park one afternoon. She idly plucked tiny daisies from the grass. Then she knotted them into a chain. She presented the chain to her mom.,roc
1475,"I will not describe to you the special apparatus, dusting powder, etc., which I used.",mnli
1476,Kenny is a cook at a local Burger joint. Kenny's boss has been keeping his eye on him lately. Kenny has been slacking a bit lately.,roc
1477,Kelsi wanted some fried chicken. She didn't have a recipe for it. So she decided to improvise. She got the ingredients together and tried it out.,roc
1478,I took my wedding ring off to clean it. I accidentally dropped it on the ground. It rolled away into a corner. I searched and found the ring.,roc
1479,Sally went to the pool. She found a chair and the perfect spot. Sally got comfortable and fell asleep in the sun. She woke up and was sunburned.,roc
1480,I used to collect cigar boxes. A cigar store in my work building would leave them out. I collected quite a few wooden ones.,roc
1481,I've just five minutes to catch the post. Cynthia and I went and sat by the open window in the drawing-room.,mnli
1482,The Smiths were out on a date night. They were having fun up until they got a phone call. Their babysitter informed them that their kid fell.,roc
1483,Dale gathered wood for a campfire. He put the wood on the ground. His friend chopped the wood. Then his friend told Dale to start the fire.,roc
1484,"When I was a teenage, my math teacher was very good. He could multiply and divide anything in his head.",roc
1485,"I couldn't farm herbs or make pots or seek water, but this was a trade I understood.",mnli
1486,Frank Thomas always found himself arguing with his wife. He hated the fact that they couldn't get along.,roc
1487,"Absently, Lincoln gestured to one of the policemen.",mnli
1488,"He had no cutlery, but his hands served well enough.",mnli
1489,"He saw Vrenna, cloak billowing around her lithe body and the hilt of her scorpion sword in her gloved hand.",mnli
1490,Kate had given her nephew a new Xbox 360. She decided to purchase a new game for him as well. But she wasn't sure what he would like.,roc
1491,Doug drove a truck for a living. He wasn't paying attention on the road one day. Doug's truck went off of the road.,roc
1492,The man looked out the window. He noticed that the window was dirty. He cleaned the window. He liked his view better with a clean window.,roc
1493,Joe didn't want to go to school. He decided to pretend he is sick. Joe's mother didn't know any better and believed him. Joe's mother didn't go to work.,roc
1494,"When I got my brand new laptop, I was ecstatic. I had saved for months to buy it, and now I had it open in front of me.",roc
1495,Lara loved fish tacos. She liked them so much that she decided to make them a lot. Her friends loved them. But one night she messed up.,roc
1496,Elaine was feeling down about herself. She decided that she deserved to be pampered. She asked a friend to join her at the spa.,roc
1497,"Ca'daan heard a roar and turned to see Thorn, his horse felled by a sheaf of arrows, defending attacks from an equally large man with a warhammer.",mnli
1498,"Then came the timid archdeacon, a little bewildered by the company in which he found himself, glad that his daughter was considered to have distinguished herself, but unable to help glancing at her from time to time with nervous apprehension.",mnli
1499,Kate and Liz were going to drive Kate's car to Las Vegas. But Kate wanted to make sure the car would make it.,roc
1500,"If Adrin fired, the entire horde would fall on them.",mnli
1501,"Beth was walking her dog through the neighborhood. A huge dog ran at them in the street. They both froze in fear. Beth screamed, GO AWAY!""""",roc
1502,"It can be detected in a solution of 1 in 70,000, and can only be disguised by some strongly flavoured substance.",mnli
1503,I wanted to curl my hair for the homecoming dance. I burned my hands on the curling iron. My mom scolded me for not being more careful.,roc
1504,The dark skinned Sai Routha nearly fell over.,mnli
1505,"My wife got a new iPhone. Her son supposedly transferred all of her data, When she came home she found not all of her music had transferred.",roc
1506,"That difficulty will not exist long, pronounced Poirot quietly.",mnli
1507,Scattered so they had more'n one trail to follow.,mnli
